"model","scenario","unit","year","datasrc","variable","region","value","figure_type","figure_no","title_name","flip_sign","variable_rename","regions","models","years","scenarios","type","position","x","y","facet1","facet2","color","page_filter","scales"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",114.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",638.1,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",350.5,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",34.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",383.5,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",46.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2013,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",37,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",20.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",115.2,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",662.3,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",364.6,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",34.6,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",396.2,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",39.7,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",45.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2014,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",26.2,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",21.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",119,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",664.6,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",11,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",370.7,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",40,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",387.6,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",38.9,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",43.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2015,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",30.5,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",21.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",120.4,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",684.9,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",10.4,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",374.7,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",47,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",390.3,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",39.5,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",39.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2016,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",37.1,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",22.8,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",128,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",692.7,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",387.5,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",45.1,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",379,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",41.6,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",40.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2017,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",39.9,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",23.7,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",129.6,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",699.1,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",9.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",398.2,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.3,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",44.2,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",386.5,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",50.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",41.9,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2018,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",36.9,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",24.2,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",136.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",690.2,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",8.8,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",400.6,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",7.4,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",45.2,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",384.2,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",58.2,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Rail","United States",39.1,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2019,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Ships and Boats","United States",35.5,"stackbar",3,"Transportation CO2",0,"Water","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Buses","United States",23,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Commerical Aircraft","United States",91.3,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Light-Duty Trucks","United States",596.3,"stackbar",3,"Transportation CO2",0,"LD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Lubricants","United States",7.8,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Medium- and Heavy-Duty Trucks","United States",377.9,"stackbar",3,"Transportation CO2",0,"MHD Trucks","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Mortorcycles","United States",6.6,"stackbar",3,"Transportation CO2",0,"Other","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Other Aircraft","United States",30.7,"stackbar",3,"Transportation CO2",0,"Aircraft","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Passenger Cars","United States",331.9,"stackbar",3,"Transportation CO2",0,"Passenger Cars","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
"EPA-GHGI","Historic","Mt CO2/yr",2020,"EPA-GHGI_wide.csv","Emissions|CO2|Energy|Demand|Transportation|GHGI|Pipelines","United States",57.9,"stackbar",3,"Transportation CO2",0,"Pipelines","usa","models_ghgi","ghgi_yrs","historic_only","single","stack","year","value",NA,NA,"variable_rename","region","fixed"
